,text,original
389,shievsterfucGkf9ace,shiesterfuckface
390,shiesterfuc97acE,shiesterfuckface
391,8hie6terfucUface,shiesterfuckface
392,shesiterfuckfaec,shiesterfuckface
393,hsiesterfucfkaec,shiesterfuckface
394,shitrfuckface,shiesterfuckface
395,sieserfuckace,shiesterfuckface
396,assVukja,assfukka
397,assEukkW,assfukka
398,as8fokka,assfukka
399,as8fukra,assfukka
400,assvfukjka,assfukka
401,a5ssfuk1ka,assfukka
402,a#soukka,assfukka
403,assuuRka,assfukka
404,assfkuak,assfukka
405,asfsukka,assfukka
406,assfuk,assfukka
407,assfuk,assfukka
408,jiggE,jiggs
409,Higgs,jiggs
410,ji99s,jiggs
411,jig98,jiggs
412,jiSggs,jiggs
413,0jiggs,jiggs
414,jOggs,jiggs
415,jiggJ,jiggs
416,ijggs,jiggs
417,ijggs,jiggs
418,jigg,jiggs
419,iggs,jiggs
420,cooti$c,cooties
421,coofied,cooties
422,coutie8,cooties
423,coutie8,cooties
424,cGooBties,cooties
425,Ocooti9es,cooties
426,c8sties,cooties
427,cQoTies,cooties
428,cooties,cooties
429,ocotise,cooties
430,cotie,cooties
431,cotie,cooties
432,nig4a,nigra
433,nig4a,nigra
434,ni9ka,nigra
435,ni9ka,nigra
436,nigrWa,nigra
437,6nigra,nigra
438,Xigra,nigra
439,nigrG,nigra
440,nirga,nigra
441,nigar,nigra
442,nira,nigra
443,ngra,nigra
444,cokQhcka,coksucka
445,coks8cia,coksucka
446,coksocra,coksucka
447,cuksocka,coksucka
448,czoksuXcka,coksucka
449,cLokSsucka,coksucka
450,ToksuckB,coksucka
451,coksFlka,coksucka
452,ocksukca,coksucka
453,coksucka,coksucka
454,okscka,coksucka
455,osucka,coksucka
456,RogsMits,dogshits
457,xogshi%s,dogshits
458,do98hits,dogshits
459,do98hits,dogshits
460,doCgshiUts,dogshits
461,dorgshitUs,dogshits
462,TogshitS,dogshits
463,dogswcts,dogshits
464,dosghtis,dogshits
465,dogshits,dogshits
466,ogshts,dogshits
467,dgshts,dogshits
468,spQnk,spank
469,spajk,spank
470,8panr,spank
471,8panr,spank
472,spaxnk,spank
473,0spank,spank
474,s0ank,spank
475,spmnk,spank
476,psank,spank
477,psank,spank
478,pank,spank
479,span,spank
480,shJt,shit
481,xhit,shit
482,8hit,shit
483,8hit,shit
484,Rshit,shit
485,sjhit,shit
486,(hit,shit
487,shio,shit
488,hsit,shit
489,hsit,shit
490,sht,shit
491,hit,shit
492,carLwGmunchers,carpetmunchers
493,sarpetkuMchers,carpetmunchers
494,cakpetmoncher8,carpetmunchers
495,cakpetmunchek8,carpetmunchers
496,ca_rpetumunchefrs,carpetmunchers
497,carpeztmuIncherws,carpetmunchers
498,36rpetmuncheqs,carpetmunchers
499,cajpetmsnchzrs,carpetmunchers
500,acrptemucnhers,carpetmunchers
501,carpetmunhcers,carpetmunchers
502,carpemchers,carpetmunchers
503,crpetuncers,carpetmunchers
504,jOzaed,jizzed
505,uizXed,jizzed
506,ji22ed,jizzed
507,ji22ed,jizzed
508,jcizzVed,jizzed
509,jizzpeYd,jizzed
510,jiuzQd,jizzed
511,jsz+ed,jizzed
512,jizzde,jizzed
513,jizzed,jizzed
514,jize,jizzed
515,izzd,jizzed
516,bi$vhasses,bitchasses
517,bitchassDa,bitchasses
518,bitcha8se8,bitchasses
519,bitchas8e8,bitchasses
520,LbiMtchasses,bitchasses
521,bit1cDhasses,bitchasses
522,bitcfabses,bitchasses
523,bitchasReb,bitchasses
524,ibtchsases,bitchasses
525,bicthassse,bitchasses
526,btchasss,bitchasses
527,bichasse,bitchasses
528,jKBaboos,jigaboos
529,jigagIos,jigaboos
530,jiga60os,jigaboos
531,jiga6uos,jigaboos
532,JjigaSboos,jigaboos
533,jigaboro6s,jigaboos
534,j%gabjos,jigaboos
535,ji1ab@os,jigaboos
536,jigaoobs,jigaboos
537,ijgbaoos,jigaboos
538,iaboos,jigaboos
539,igabos,jigaboos
540,Jotherfckz,motherfcks
541,mktherfckX,motherfcks
542,mutherfck8,motherfcks
543,muthekfcks,motherfcks
544,motUherfTcks,motherfcks
545,m)otheErfcks,motherfcks
546,motherfMkG,motherfcks
547,mot2erfck3,motherfcks
548,omtehrfcks,motherfcks
549,motehrfcsk,motherfcks
550,therfcks,motherfcks
551,mothrfck,motherfcks
552,fic>,fick
553,ficU,fick
554,ficr,fick
555,ficr,fick
556,3fick,fick
557,ficak,fick
558,1ick,fick
559,tick,fick
560,ifck,fick
561,fikc,fick
562,fik,fick
563,ick,fick
564,shittyVisJs,shittydicks
565,qhittyXicms,shittydicks
566,8hittydicr8,shittydicks
567,8hittydicr8,shittydicks
568,shitOt%ydi2cks,shittydicks
569,sh@ithtydicVks,shittydicks
570,yhyttodicks,shittydicks
571,shiI#ydi(ks,shittydicks
572,shittydcisk,shittydicks
573,hsittydciks,shittydicks
574,shitdcks,shittydicks
575,stydicks,shittydicks
576,<ofick,mofuck
577,mkfucu,mofuck
578,mufucr,mofuck
579,m0fucr,mofuck
580,myoJfuck,mofuck
581,Cmrofuck,mofuck
582,mxfuKk,mofuck
583,fofucJ,mofuck
584,omufck,mofuck
585,omfukc,mofuck
586,mouk,mofuck
587,mfck,mofuck
588,motnqfckinr,mothafcking
589,Horhafckinh,mothafcking
590,muthafcrin9,mothafcking
591,muthafcrin9,mothafcking
592,mDothagfczking,mothafcking
593,Am_othafckidng,mothafcking
594,m(Bh)fcking,mothafcking
595,m(chafc2ing,mothafcking
596,mtoahcfking,mothafcking
597,mohtafcking,mothafcking
598,thafckng,mothafcking
599,mothackg,mothafcking
600,sLook,spook
601,spoIk,spook
602,sp0or,spook
603,sp0uk,spook
604,spoNok,spook
605,sLpook,spook
606,spoou,spook
607,spokk,spook
608,psook,spook
609,sopok,spook
610,spok,spook
611,spoo,spook
612,chest&cleC,chesticles
613,cheeFicles,chesticles
614,chestic1e8,chesticles
615,che8ticle8,chesticles
616,rc0hesticles,chesticles
617,chesti3cle^s,chesticles
618,ch1sticAes,chesticles
619,w+esticles,chesticles
620,chesticles,chesticles
621,chsetciles,chesticles
622,chesties,chesticles
623,chstcles,chesticles
624,diSkGace,dickface
625,dicLfafe,dickface
626,dicrface,dickface
627,dicrface,dickface
628,di&c)kface,dickface
629,diickfaoce,dickface
630,3ickf4ce,dickface
631,dzckfacr,dickface
632,dickafec,dickface
633,dcikafce,dickface
634,ckface,dickface
635,ickfce,dickface
636,sh8at,shiat
637,sh&at,shiat
638,8hiat,shiat
639,8hiat,shiat
640,suhiat,shiat
641,sChiat,shiat
642,shAat,shiat
643,shiat,shiat
644,shita,shiat
645,shita,shiat
646,shit,shiat
647,shia,shiat
648,dKc.skin,dickskin
649,dickskKH,dickskin
650,dicrsrin,dickskin
651,dicrsrin,dickskin
652,Hdi7ckskin,dickskin
653,dickMskiIn,dickskin
654,dickskh7,dickskin
655,2iokskin,dickskin
656,dikcskni,dickskin
657,idkcskin,dickskin
658,dicsin,dickskin
659,dckkin,dickskin
660,reck,feck
661,beck,feck
662,fecr,feck
663,fecr,feck
664,fUeck,feck
665,Wfeck,feck
666,fecj,feck
667,fNck,feck
668,fekc,feck
669,fekc,feck
670,fek,feck
671,fck,feck
672,pigfucU(ng,pigfucking
673,pigDudking,pigfucking
674,pi9fucring,pigfucking
675,pigfocring,pigfucking
676,pi8gSfucking,pigfucking
677,7pigfGucking,pigfucking
678,pigfuckHYg,pigfucking
679,piGf1cking,pigfucking
680,pigfucking,pigfucking
681,ipgufcking,pigfucking
682,pgfuckig,pigfucking
683,pigfucig,pigfucking
684,cooter)uvfinN,cooterpuffing
685,cooterpkrfJng,cooterpuffing
686,coutekpuffin9,cooterpuffing
687,c0uterpuffin9,cooterpuffing
688,coonterEpufOfing,cooterpuffing
689,crooter4pmuffing,cooterpuffing
690,cojtecpuBfing,cooterpuffing
691,conherpuffiug,cooterpuffing
692,ocoterpuffing,cooterpuffing
693,cootrepuffing,cooterpuffing
694,cooterpufi,cooterpuffing
695,cotrpuffng,cooterpuffing
696,fxxk,fxck
697,fxSk,fxck
698,fxcr,fxck
699,fxcr,fxck
700,fexck,fxck
701,fx@ck,fxck
702,fxcR,fxck
703,fx7k,fxck
704,fxkc,fxck
705,xfck,fxck
706,fxc,fxck
707,xck,fxck
708,nehroiE,negroid
709,neYrIid,negroid
710,ne9koid,negroid
711,ne9koid,negroid
712,nVegGroid,negroid
713,negr4oixd,negroid
714,72groid,negroid
715,+egr5id,negroid
716,nergodi,negroid
717,enrgoid,negroid
718,nerid,negroid
719,egrod,negroid
720,sUipdJt,shipdit
721,shiOWit,shipdit
722,8hipdit,shipdit
723,8hipdit,shipdit
724,sh0i&pdit,shipdit
725,shitpwdit,shipdit
726,shiZdiE,shipdit
727,shi)dNt,shipdit
728,shpiidt,shipdit
729,hsipdti,shipdit
730,shidi,shipdit
731,shpdt,shipdit
732,fuclsgiyface,fuckshitface
733,fucJwhitfWce,fuckshitface
734,focr8hitface,fuckshitface
735,focr8hitface,fuckshitface
736,Rfuscksdhitface,fuckshitface
737,fucikzshitf5ace,fuckshitface
738,fuz5shvtface,fuckshitface
739,f*c1shitfacX,fuckshitface
740,fcuskhtiface,fuckshitface
741,ufckshiftaec,fuckshitface
742,uckshitac,fuckshitface
743,fckshtfac,fuckshitface
744,shitfrWQk,shitfreak
745,whitfreQk,shitfreak
746,shitfkear,shitfreak
747,8hitfrear,shitfreak
748,sZh)itfreak,shitfreak
749,shitfr(eaEk,shitfreak
750,sh^tKreak,shitfreak
751,shWdfreak,shitfreak
752,shitfreak,shitfreak
753,sihtfraek,shitfreak
754,itfreak,shitfreak
755,shtfrak,shitfreak
756,$urdheAd,turdhead
757,turcheaC,turdhead
758,tokdhead,turdhead
759,tokdhead,turdhead
760,turddheadd,turdhead
761,tu@rdhezad,turdhead
762,tirdhbad,turdhead
763,tu#Uhead,turdhead
764,utrdehad,turdhead
765,trudheda,turdhead
766,turdhd,turdhead
767,trdhed,turdhead
768,cGoSha,chocha
769,cG*cha,chocha
770,ch0cha,chocha
771,chucha,chocha
772,bcho$cha,chocha
773,chozcOha,chocha
774,Eh3cha,chocha
775,coccha,chocha
776,cohcah,chocha
777,cchoha,chocha
778,choc,chocha
779,chca,chocha
780,pihgyfusk,piggyfuck
781,Liggyfick,piggyfuck
782,piggyfocr,piggyfuck
783,pi9gyfock,piggyfuck
784,Lpiggy5fuck,piggyfuck
785,ppiggyjfuck,piggyfuck
786,pig%tfuck,piggyfuck
787,piggy+ucF,piggyfuck
788,ipggfyuck,piggyfuck
789,ipggfyuck,piggyfuck
790,pggyfck,piggyfuck
791,pigyfuc,piggyfuck
792,chmbal<,cumball
793,xumba;l,cumball
794,cum6a1l,cumball
795,cumba11,cumball
796,cbumbalBl,cumball
797,9cumbTall,cumball
798,cuRTall,cumball
799,cu&balY,cumball
800,ucbmall,cumball
801,umcball,cumball
802,umbal,cumball
803,cmbll,cumball
804,Zhittiggs,shittings
805,shity9ngs,shittings
806,8hittin9s,shittings
807,8hitting8,shittings
808,shMitltings,shittings
809,shittin+gPs,shittings
810,sh%things,shittings
811,chittinFs,shittings
812,hsittnigs,shittings
813,shittnigs,shittings
814,sttings,shittings
815,shittng,shittings
816,motJerbeck2r,motherfecker
817,koGherfecked,motherfecker
818,mutherfecrek,motherfecker
819,mothekfecrek,motherfecker
820,mothe0rvfecZker,motherfecker
821,Dmoth0erfecAker,motherfecker
822,mothe(NecXer,motherfecker
823,mo@hbrf4cker,motherfecker
824,mtoherfcekre,motherfecker
825,motehrfekcre,motherfecker
826,mothfecer,motherfecker
827,motrfeckr,motherfecker
828,cybe%fumk,cyberfukk
829,cTbRrfukk,cyberfukk
830,cybekfokk,cyberfukk
831,cyberfokr,cyberfukk
832,wcybewrfukk,cyberfukk
833,cybGerfukfk,cyberfukk
834,Wybe2fukk,cyberfukk
835,c%berQukk,cyberfukk
836,ceybrfukk,cyberfukk
837,cbyerfkuk,cyberfukk
838,cyerfkk,cyberfukk
839,berfukk,cyberfukk
840,ballnay,ballbag
841,bz?lbag,ballbag
842,ba1l6ag,ballbag
843,ba1l6ag,ballbag
844,bal6lbaag,ballbag
845,bSallebag,ballbag
846,baMlmag,ballbag
847,balAbau,ballbag
848,lbalbag,ballbag
849,ballbag,ballbag
850,balbg,ballbag
851,bllba,ballbag
852,faggh,faggy
853,fsggy,faggy
854,fa99y,faggy
855,fa99y,faggy
856,faaggy,faggy
857,faggIy,faggy
858,fagMy,faggy
859,fagSy,faggy
860,fagyg,faggy
861,faggy,faggy
862,fggy,faggy
863,fagy,faggy
864,fuXks^er,fuckster
865,fuxksRer,fuckster
866,fockstek,fuckster
867,fucr8ter,fuckster
868,fTuckstevr,fuckster
869,ofuckst8er,fuckster
870,fuqksRer,fuckster
871,fuSksteE,fuckster
872,fcuskter,fuckster
873,fukcstre,fuckster
874,uckser,fuckster
875,fuckse,fuckster
876,FcUk,Fckk
877,FcLk,Fckk
878,Fcrr,Fckk
879,Fcrr,Fckk
880,Fcgkk,Fckk
881,Fzckk,Fckk
882,F3kk,Fckk
883,FcOk,Fckk
884,Fkck,Fckk
885,Cfkk,Fckk
886,ckk,Fckk
887,Fck,Fckk
888,cSaak,caaak
889,caaam,caaak
890,caaar,caaak
891,caaar,caaak
892,caaadk,caaak
893,caKaak,caaak
894,cSaak,caaak
895,paaak,caaak
896,caaak,caaak
897,caaak,caaak
898,caak,caaak
899,caak,caaak
900,banV,bang
901,fang,bang
902,6an9,bang
903,6an9,bang
904,ban_g,bang
905,batng,bang
906,7ang,bang
907,baGg,bang
908,bagn,bang
909,bagn,bang
910,bng,bang
911,ban,bang
912,masturbz$e,masturbate
913,masFurbatw,masturbate
914,ma8torbate,masturbate
915,ma8tukbate,masturbate
916,lmasturbaKte,masturbate
917,mastur(bIate,masturbate
918,masturPatn,masturbate
919,mastVr9ate,masturbate
920,mastrubaet,masturbate
921,masturbate,masturbate
922,matubate,masturbate
923,mstrbate,masturbate
924,fukk7U,fukkuh
925,Bukk8h,fukkuh
926,fokruh,fukkuh
927,furkoh,fukkuh
928,2fukdkuh,fukkuh
929,fNuKkkuh,fukkuh
930,fu(kuh,fukkuh
931,fu5)uh,fukkuh
932,fukkhu,fukkuh
933,ufkkhu,fukkuh
934,fkkh,fukkuh
935,ukuh,fukkuh
936,Herk,jerk
937,jegk,jerk
938,jekr,jerk
939,jekr,jerk
940,jerJk,jerk
941,jervk,jerk
942,jeVk,jerk
943,jer8,jerk
944,ejrk,jerk
945,jekr,jerk
946,jer,jerk
947,erk,jerk
948,knpnead,knobead
949,kn)b3ad,knobead
950,knu6ead,knobead
951,knu6ead,knobead
952,kJnob6ead,knobead
953,knIoGbead,knobead
954,Bnobedd,knobead
955,kn2b*ad,knobead
956,konbaed,knobead
957,nkoebad,knobead
958,kbead,knobead
959,noead,knobead
960,g Tllshi,bullshi
961,hulkshi,bullshi
962,6u1lshi,bullshi
963,bol1shi,bullshi
964,bAulls1hi,bullshi
965,_bullCshi,bullshi
966,buOUshi,bullshi
967,bpVlshi,bullshi
968,ubllsih,bullshi
969,blulhsi,bullshi
970,blshi,bullshi
971,ullhi,bullshi
972,fufkFd,fucked
973,Euck2d,fucked
974,focred,fucked
975,focred,fucked
976,Rf1ucked,fucked
977,fuckye4d,fucked
978,Incked,fucked
979,CucQed,fucked
980,fucked,fucked
981,fcuekd,fucked
982,fukd,fucked
983,fckd,fucked
984,abie,aboe
985,ab0e,aboe
986,a60e,aboe
987,a6ue,aboe
988,aEboe,aboe
989,a^boe,aboe
990,Gboe,aboe
991,aUoe,aboe
992,baoe,aboe
993,baoe,aboe
994,boe,aboe
995,abe,aboe
996,stitfaxe,shitface
997,shitfZcs,shitface
998,8hitface,shitface
999,8hitface,shitface
1000,shit$fayce,shitface
1001,shitwfacTe,shitface
1002,sQitf@ce,shitface
1003,switfIce,shitface
1004,sihftace,shitface
1005,hsiftace,shitface
1006,shitae,shitface
1007,stface,shitface
1008,bitcbsla),bitchslap
1009,bitcNxlap,bitchslap
1010,6itch8lap,bitchslap
1011,bitch81ap,bitchslap
1012,biltchslGap,bitchslap
1013,bitcuhsla%p,bitchslap
1014,litchslaw,bitchslap
1015,bitzKslap,bitchslap
1016,ibthcslap,bitchslap
1017,ibthcslap,bitchslap
1018,bitchap,bitchslap
1019,bichslp,bitchslap
1020,grash,trash
1021,trssh,trash
1022,tka8h,trash
1023,tka8h,trash
1024,traPsh,trash
1025,Ltrash,trash
1026,tr@sh,trash
1027,tras9,trash
1028,trsah,trash
1029,rtash,trash
1030,tash,trash
1031,tras,trash
1032,bastS$ds,bastards
1033,vasYards,bastards
1034,6a8tards,bastards
1035,ba8takds,bastards
1036,7bRastards,bastards
1037,bastaErdDs,bastards
1038,+astardb,bastards
1039,basra_ds,bastards
1040,bsaatrds,bastards
1041,bastdars,bastards
1042,bastrd,bastards
1043,asards,bastards
1044,FraEhe5bitchs,trasherbitchs
1045,trqsheEbitVhs,trasherbitchs
1046,tra8her6itch8,trasherbitchs
1047,trashek6itch8,trasherbitchs
