,text,label
89,So ha)Oy I ' m not a dym@,hate
90,"freaking hell, you bloody tranny",hate
91,"freaking hell, you b<oocy t$ann7",hate
92,I didn't mean I fuck her! I meant fuck him! But now that Im thinking about it again'both statements are correct.,nothate
93,I didn ' t k3an I fufi her! I mWsnt fuvm him! But now that Im ghinjimg about it again ' both d4Qtements are cKFr2ct.,nothate
94,oh la la a girl after my own fart! I meant heart,nothate
95,oh la la a g*rk after my own Gar4! I KeaBt meaFt,nothate
96,"My friend said the word nigger, I told him he's hilarious",hate
97,"My Griegd qaix the wk%d niTHer, I told him he ' s Jioatious",hate
98,lots of americans have died because no one told this motherfucker that tv isnt real life,nothate
99,"lots of amerJcaHQ have Eiew because no one tL,d this Joyhedfucke$ that tv usjt real life",nothate
100,"Apparently, the only person whos place it is to tell people they are a trannie, is that specific trannie themselves. Christ, if you wanna tell other people that someone else is a trannie, you have to ""ask the trans person before doing anything"". Fucking hell.",hate
101,"spLarfntly, the only person EhKs place it is to tell peoOl4 they are a trannie, is that Wpec8tic trannie themselves. Chriay, if you wanna tDlP other people that someone ePsR is a trannie, you have to "" ask the trans prrsoB before doing zGytYing "". Fucking jDll.",hate
102,"Bitch, Bitch, Bitch, wyne, moan, and bitch some more. You know who moans about things but does nothing to make them right? Women. You know who bitches about things but does nothing to make them better? Women.",hate
103,"BKRch, Bitch, Bitch, wyne, ,kan, and bitch some more. You khkw who moans about thKmgs but does nothing to jaie them Gibht? WlmWn. You Mnkw who bitches about things but does nothing to mQle them better? 1omeG.",hate
104,"every day i hear people chatting shit about foreigners, rightly so",hate
105,"every day i hrzr people chz5tinN ehi$ about roreigJe5s, rightly so",hate
106,Would you like to be called a queer? Then stop hanging around with them!,hate
107,Wo Tlr you l&Le to be called a qu#eF? Then Xtlp haMb*ng around with them!,hate
108,fuck my shitty phone,nothate
109,fuck my shit4T 0h9ne,nothate
110,My story is I had this old guy in his mid 70s pay me $50 to fuck him and to let him suck me off. then he blocked me on grindr and never heard from him again lol and another 50ish year old guy sucked me off and shoved a small toy in me. i was super horny and felt like a fucking faggot. but yolo,hate
111,My s%8ry is I had this old guy in his mid 70s pay me $ 50 to VuDk him and to let him suck me off. then he blocked me on Nribdr and never heaDv from him again lol and another 50ish year old guy sucked me off and shoDeX a snalP toy in me. i was s*)er Torjy and felt like a fuVuinH faggot. but yop*,hate
112,asian people are scum,hate
113,axlan leoplf are scum,hate
114,"Celebrities are such damn attention whores, they're just pissed because they aren't taking money for the pleasure of seeing them in public, fully dressed. WTF ?",nothate
115,"CeleFrjhjes are such daJg attention 3hoDes, they ' re just pusseR because they aren ' t tamOng <omey for the )leaA7re of seeiBb them in public, fu?;y d$rXsed. WTF?",nothate
116,I don't care what gays do in private but it should be illegal to act gay in public places,hate
117,I don ' t Vaee what ya7s do in 0rlcate but it should be K:leRal to act gay in pIHlic 0lac@s,hate
118,she is a massive cunt,hate
119,she is a mSZAive cKJt,hate
120,There's no way I'm living in that piece of shit of a house,nothate
121,"TheT# ' s no way I ' m ,iv7ng in that Oiec4 of Qhlt of a Bous@",nothate
122,"indians (most of them) decided to go the savage route instead of the civilized route. we taught them to not fuck their sisters, and in return they invaded european settlements and ate us. they then allied with the british.  some joined the right side of history, but many did not.",hate
123,"KGxians (most of them) decided to go the saBaTe ro&tD instead of the civUlizDV FoIte. we tzutht them to not fuck their cKste4s, and in return they inbXxed european settlements and ate us. they then QlPied with the british. some joined the right sJre of history, but many did not.",hate
124,"Get the fuck out of here, you lazy bastard! I had to do all your work last night and cover up with the boss! I don't care if you're a lil' reatrded, I won't do it again next time.",hate
125,"Get the fuck out of here, you lWay baqtqrW! I had to do all your wpFk laAH ninh^ and coBdr up with the Hosx! I don ' t dwre if you ' re a lil ' #ex6rded, I won ' t do it again Heat time.",hate
126,im gay. ur a dick for saying gays need to die,nothate
127,im gay. ur a dlc> for saUinT ga5x herd to die,nothate
128,mongoloids should just fuck off,hate
129,mong*>Kids should just RucI off,hate
130,My mate is such a bellend,nothate
131,My <aFe is such a be;lSnx,nothate
132,We should treat immigrants like shit! Then they'll leave.,hate
133,"We should %reQt immigrants lu,e sT*t! Th$g they ' ll leave.",hate
134,"""Just wondering, how risky it is when something slipping in without an end? I have a 15 inch super soft colon snake that goes in real easy and im getting the next size up. I kinda want to cut the base off and push it all the way in and take a walk. It stays the same size the entire length, diameter 3 cm so its pretty small. Is the danger mostly flared bases being hard to get out?!"" Typical gay talk!",hate
135,""" Just SpnderiGg, how risky it is when something slipping in without an end? I have a 15 inch su0#r zoBt col(h snA<e that goes in real eWQy and im getting the next size up. I kKnfa eaBt to cut the base off and push it all the way in and take a walk. It stays the same size the entire length, diameter 3 cm so its lretYy small. Is the danger Npstly flared bases being hard to get out? ! "" Typical gay talk!",hate
136,"asylum seekers are the shit, they want to control our country and ruin it",hate
137,"asylum seekers are the Egit, they wsjt to Sintro? our c0*mtry and rujb it",hate
138,i am a dyke and i am proud,nothate
139,i am a dym# and i am 9r0ud,nothate
140,"Black people scanning through tweets about Sasha Obama and making sure noone is talking shit, animalistic mentality they have",hate
141,"Bladl p@olle CcAnninY through tweets about Sasha Obama and maU(ng sure noone is talking QJit, anJKalisGix mentality they have",hate
142,gay trans men are attacking your sexuality. gay dudes who date trans dudes are not valid. stop making them feel accepted,hate
143,gay trans men are attacking your sexuality. gay d tdeX who wAte 4ranD FJdes are not va;ud. s6o0 mxkibg them feel accepted,hate
144,I wanna fuck young boys,hate
145,I qanBa fuck yo TnY boys,hate
146,no one gives a fuck about this trashy car,nothate
147,no one givsW a fuD< about this traQhT car,nothate
148,people who use the word gypsy are not welcome here,nothate
149,p3opld who use the w8rE gypsy are not De;Some here,nothate
150,my friend really fucken love me to be coming out in this weather to pick me up cause bitch its COLD,nothate
151,"my fri4nC reAll^ fucken love me to be co,inY out in this weather to pLxk me up ca^ss nihch it  s SPLD",nothate
152,I feel like scum when people refer to me as currymuncher,nothate
153,"I feel ,ikd sS Tm when pe0ppe refer to me as FurF6munfher",nothate
154,stay away from me you sick fuck!,nothate
155,stay s2ay from me you difk fufj!,nothate
156,"Listen, i don't mind if you are gay, trans, whatever. But liking the nintendo switch?! Over my dead body! No way! Almost as bad as liking immigrants! Eesh!",hate
157,"LiZtDn, i don ' t miMf if you are gay, trZna, wha5FveT. But oikinr the nlBt3ndo switch? ! Over my fwad bICy! No way! Almost as bad as liking immigrabyz! Eecg!",hate
158,Calling gay men 'bumders' is fabulous! Such descriptive term,hate
159,"Calling gay men ' hu,deds ' is fab TlKHs! S*dh dRsxriptjbe term",hate
160,"common proud boys bullshit. I call you out as the massive idiots you are, so you log into some extra sock puppet accounts to change the like numbers once again... pathetic, and transparent as fuck, you damn f@ggots.",hate
161,"common proud boys vulPsh*t. I call you out as the masA9De idipys you are, so you log into some extra s0Xk pilpet qcco7nhs to change the like bumGerE once again. .. pathetic, and trWnqparem5 as fuck, you Cajn f @ ngPts.",hate
162,"the fucking scum of the world? republicans, senseless, disgusting people",nothate
163,"the vuXkiJg scum of the world? republicans, segse<esz, disrus^iJg oe8ple",nothate
164,this water is shit,nothate
165,this wWtee is sgut,nothate
166,"liberals are senseless, disgusting people, the fucking scum of the world",nothate
167,"liberals are s3ns#leAs, xisgustJMg leolle, the fucking AcuK of the world",nothate
168,"Why does there have to be an international network of powerful lesbian, which sounds tyrannical. I'm an ordinary lesbian like everyone else.",nothate
169,"Why does there have to be an international hStworj of powerful lesVKQn, which Doundq tyrangidQl. I ' m an )rdinXTy lexb&aH li.# evetyknw eksd.",nothate
170,"america is trash, too many immigrants that is why",hate
171,"xmer(Da is trash, too mamg immiFeantD that is why",hate
172,"With what? Your bb gun? Are you fucking kidding me now!? Lol. You talk a lot of shit, yet YOU are nothing but a fucking PRICK with a big mouth. And a spazzy weak SHITFACE at that.",hate
173,"WiGG what? Your bb gun? Are you f TcI9ng iidrimg me now! ? Lol. You ^all a lot of syig, yet YOU are BothuMg but a fucking PEIdK with a big ko*th. And a sLszzy weak xuITFAsE at that.",hate
174,Animal rights activists back the fuck off,nothate
175,Animal gifhts activists gac> the f7cM off,nothate
176,would you like to be called sand monkey? Then stop using that fucking word,nothate
177,Eoulc you like to be ca/leE sand monkey? TMSn stop Hs8ng that fIcUOng word,nothate
178,"The perfect woman is a fantasy. She must obey to you. Some are more moldable than others. Every single hot girl has a personality disorder. They have attention on them as soon as they grow a pair of boobs, and they continue to be drenched in attention until their late 20s to early 30s.",hate
179,"The perfect woman is a bantWs7. She <tst obey to you. domD are more noldavls than others. Every single hot girl has a lerConal(%y disorder. They have attsnrioh on them as solj as they Vros a )ai5 of boobs, and they continue to be drenched in attention until their lAtW 20s to early 30s.",hate
180,Get the fuck out of our land you ugly foreign cunts,hate
181,Get the f7fk out of our kqnd you uf;y foreltG cunts,hate
182,"I am tired of this lazy son of a bitch, I will sack him now!",nothate
183,"I am F7red of this ;aAy son of a bi6cY, I will aacj him now!",nothate
184,fuck you for saying that lesbians are disgusting,nothate
185,Ejck you for saying that lesHiwHs are wiWgustinh,nothate
186,"i hate it when gay people say love is love. in that case, i'm going to get married to my dog because i love him",hate
187,"i hAFe it when gay psoLle say .obe is Kpve. in that Fawe, i ' m roinv to get mar$jWd to my dog because i loG3 him",hate
188,Why do people hav to use slurs like tranny to describe trans people? it's so offensive,nothate
189,Why do 0eoole hav to use slurs lkk4 trAGny to RescriNS trABs people? it ' s so ofDegcive,nothate
190,the toilet seat has more shit than the bowl! I bet a refugee took a dump here!,hate
191,the toi:ef seat has more sU7t than the hoEl! I bet a %efHgeF tl0k a dhm( here!,hate
192,"What we all should do is to cower under our beds like scared fucking jews , alone , and stay home alone forever and ever we can stop the Covid. I hate this little fucking jerk",hate
193,"Qtat we all should do is to cower under our beds like scs3ed fucuUBg jews, alone, and s$a7 BoKe alone forever and ever we can sg9p the SLvid. I ha6r this little fucuiJh j#5k",hate
194,i'm not sorry i got your pronoun wrong because you have a dick so you're a guy,hate
195,i ' m not so#$y i got your 0rogkun wriMg because you have a diVl so you ' re a guy,hate
196,he told him to fuck off so he kicked him,nothate
197,he $)ld him to tucl off so he kKDked him,nothate
198,"my girlfriend is sooo shit, for fuck sake!",nothate
199,"my nirlfr8ens is CoKo syi$, for fuck sake!",nothate
200,this shitty ass carpet gets dirty so quickly,nothate
201,this WhJtty ass carpet gets diDtT so quiVk;g,nothate
202,would you like to be called a dyke? Then stop using that fucking word,nothate
203,would you pi<e to be callwv a dyke? YUen stop using that Ruckijv Ao3d,nothate
204,"The super awful mental health (suicide rates, depression, etc. ) really is terrible, and a lot of it not only stems from gender dysphoria. Also blocking puberty is not a suitable long-term thing. Even some kind of sex hormones won't help them develop properly. Also, I will add that early detransitioning is associated with better results, allowing former transexual people to integrate into society, therefore improving social function, self esteem, and lowering rates of mental illness",hate
205,"The super awful meBta: health (duicjfe rates, depression, etc.) %eAlly is terrible, and a lot of it not only stems from gender dysphoria. Also blocking puberty is not a suitable long - term thing. Even some kind of sex hormones won ' t h2l9 them develop (r0perl&. a>so, I will add that early detransitioning is asxoViatWd with better results, allowing former transexual people to ijGegrste into society, therefore improving social DunDtiIn, sD>f esteem, and lowering rates of mental illness",hate
206,"I always had the view that ""Men Who Have Sex With Men"" really only had two options, victims of rape, and insane people in denial about the fact they're gay.",hate
207,"I z;ways had the Buew that "" Men Who Have Sex 2(th Men "" really only had two opru)ns, vichjks of 4zpe, and inQsne p3oplw in deniWI about the fafF they ' re gay.",hate
208,don't call this piece of black shit a fucking human being.,hate
209,don ' t call this p9@ce of fkack QhiH a fickiBF huHXn being.,hate
210,we need yet to invent something that can't be destroyed by a nigger.,hate
211,we HRed yet to inden^ xomStming that can ' t be dDWtroyef by a niyge5.,hate
212,"the mood is extremely shit today at my office, my colleague explained the new policy to me and it just put me in a shit mood someone like that thinking they can talk to me even though they are clearly beneath me I didnt understand any of it",nothate
213,"the m9oR is extremely shit tKdat at my ofc(ce, my colleague expPainSX the new pIlisy to me and it just put me in a WhOt mood XKmFone like that thinking they can talk to me $Den though they are clearly b@gDath me I d*dnf understand any of it",nothate
214,Why don't you just fuck off and stay into the kitchen,nothate
215,Why don ' t you just fJVk off and stsj into the iltchsn,nothate
216,I would like to spread a travelers tiny ass open like a cracked watermelon and stick inside a cattle prod for real damage,hate
217,"I woKKd lijs to spread a $raBelerx tiny ass open like a crzVUed watermelon and stix, LnsiWe a cattle prod for teaO damage",hate
218,i am fucking overjoyed that i have never met the kind of pretentious shit who identifies as 'pansexual',hate
219,i am fKvkiny overjoyed that i have never met the iine of pT$temtipus Ehir who ideJtifUeC as ' 9anDwxual ',hate
220,I know a lot of mixed race men and they definitely look and act more like niggers.,hate
221,I kJoa a lot of miDeW raDs men and they def8niFelU Ooou and act more like Miggrts.,hate
222,"I'd rather be gay than trans, at least they get to keep their normal bodies",hate
223,"I ' d gXther be gay than trQMs, at oeWst they get to Iee0 their nor,aI bod7eQ",hate
224,"Â· If the blacks wnted your personal information, they would go onto Facebook and flick through gun rights pages and right wing pages. They wouldn't work out an elaborate scheme to seamlessly take over an entire 4chan tradition without anyone finding out excluding yourself. They're a bit too retarded for that. Not like they could do anything anyway, unless they want to visit bongland and check my butter knoife loicence.",hate
225,"Â · If the blacks wnted your personal inforkWt&9n, they would go (nt) Facenko< and flick through gun rights pages and right eiBg pages. They wouldn ' t work out an elaborate scheme to seamlessly take over an entire 4chan tradition AithkHt anyone finding out excluding yourself. Tjeg ' re a bit too retarded for that. Not like they could do anything any!Xy, unPsss they want to diZit bongland and xhexk my butter knoife loicence.",hate
226,i bet somebody photoshopped her tits in the wrong direction lol cringe,hate
227,i bet soKegod6 photoshopped her tits in the wgoHg djreDtkon lol crUBge,hate
228,I hate seeing trans chicks and whoever they are with get shit from people who fall over to give crap,nothate
229,I hq^e seeing rranD chicks and @Y)ever they are with get shit from oFople who Val< over to give cGzp,nothate
230,She did a house tour not long ago and lots of people are asking where she bought items and she cannot even bother her arse to reply I just find it incredibly rude and it's totally turned me off her. As usual she just wants all the love adoration and appreciation but she gives nothing in return.,nothate
231,"She did a hojss tour not l(nh ago and ,o4s of people are asking where she bkugJt items and she cSnnit ebeJ bother her afce to reply I just find it incredibly rude and it ' s %otx,ly turned me off her. As hdual she just wants all the love adoration and appreciation but she gives nothing in Ge5urn.",nothate
232,excuse me are you recognising that all women have to offer is sex because you'd be right.,hate
233,WxDuse me are you reX8gbiWing that all dojen have to lfGer is sex because you ' d be %inht.,hate
234,im a refugee. ur a dick for saying refugees need to die - i've just read this and i'm sorry but they do need to die,hate
235,im a %$bugee. ur a viDk for zaHing r$fuVFes nreF to die - i ' ve just reAX this and i ' m c(rry but they do Mded to die,hate
236,"holy fuck. You guys need to have some conversations with your ""girlfriends""<9d> and ""wives""<9d> about all the black cock they're sucking when you're not home",hate
237,"hoPJ fhdk. You guys n4fd to have some cinverdQtiohs with your "" g&4lgri3nds "" <9d> and "" w8veW "" <9d> about all the VlaVk VoDk they ' re sufkigH when you ' re not hoJ$",hate
238,"Wanting to make people think we are just ""chicks with a cock and balls"" is not a popular opinion no matter how hard you try to make it one.",nothate
239,"eagtiGg to Jxke 9eoplR YhinU we are just "" Vh(cks with a cock and Gzlls "" is not a popular ppiji*n no martSr how nwrd you try to nAke it one.",nothate
240,"""women are shit!"", my father told me. Fuck yeah he was right.",hate
241,""" Simen are sni%! "", my father 5olV me. Buc< ywQh he was rithr.",hate
242,"My fucking wish is to have enough money to make investments that matter. I'm not even a fag and neither is anyone in my family, but any investing you can do with normal middle-class income homophobic companies in western Europe is complete chump-change. You basically do it to beat inflation and that's it.",hate
243,"My BudkinN wish is to have Rno8gh money to make investments that matter. I ' m not evWm a fag and neither is anyoHD in my family, but any investing you can do with normal midd,F - class kncomW h8mlphobiF c0mpan&rs in western Europe is complete chump - change. You bqs9fally do it to bexg inflation and that ' s it.",hate
244,"fuck it, I hate my rommates!",nothate
245,"euDk it, I Ja%e my r*kjates!",nothate
246,I love the idea of burning copies of lesbian porn,nothate
247,I lob4 the idea of burning copiSC of pWsfian porn,nothate
248,""" you ugly slag!!""- that should be all women's name these days",hate
249,""" you url6 slQY! ! "" - that should be all 2Lmen ' s nQmR these dXyx",hate
250,I saw a mom the other day who was saying like her 18 month old baby was gay... she even called her father to inform him of the news ..... we are fucked,hate
251,"I saw a mom the other day who was sayKnV lil4 her 18 mlntt old bQvy was gay. .. she @veb ca,/ed her fathWD to ijforN him of the bewd. .. .. we are fuxmed",hate
252,"The number of women on tinder who all of a sudden are willing to hook up for money is surprising. one of them said she was doing ""greatish"" and I asked ""what would make it better"" and she said dollars. I'm like wow. Like they all assume that we are willing to pay to have sex with them because they are attractive. theyre all the same money grabbing and selfish?",hate
253,"The number of women on tigdRr who all of a sudden are willing to hook up for money is surprising. one of them EQid she was doing "" gdsWtish "" and I qskeC "" what qokld make it better "" and she said dollars. I ' m lijr wow. Like they all assume that we are willing to pay to have sex with them because they are at%raStLve. tMeyTe all the same money YraGbigg and sfKfixh?",hate
254,"Jesus her  fucking wrists are being fucking strangled by them shite bracelets! And as for the crap slaggy outfit today... well all I'll say is Princess Fiona. She looks a fucking state. Imagine going out like looking like a crumpled used sick bag, quite apt in fairness. Horrible bitch is probably waiting for a gifted iron.",hate
255,"Jesus her fucking wrists are being fucking strangled by them shite bracelets! And as for the crap slaggy outfit today. .. well all I ' ll say is Princess Fi(Ba. She looks a fuFMinN Atatf. Imagine goimF out li<@ lopu7ng like a crumpled used sick bag, quite apt in CairGfss. Horrible bi5cG is probably esitinB for a gifted *r(n.",hate
256,don't they like to be called nigger? Then someone tells them they need to stop being fucking black,hate
257,don ' t they like to be called nigF#r? Then sKHeome 6el/s them they nSRd to Dto0 being fHSkiHg blwco,hate
258,They all do... It is full of muslim Traitors who have made this shit possible.,hate
259,TbeU all do. .. It is fk:l of m7siim Traitors who have Jase this sBiF losZibpe.,hate
260,oh fuck off. Koreans are twats,hate
261,oh f6xk off. K0Feabs are Hwa%s,hate
262,it is not ok to be gay,hate
263,it is not ok to be gay,hate
264,"My bent son is such a lazy son of a bitch, it's appalling!",hate
265,"My beG5 son is such a PaXy son of a bitSu, it ' s alpqlking!",hate
266,"Around the world, you will find a number of people who are gay.",nothate
267,"wrouns the elrld, you will Eibd a n tmfer of OeopKe who are gay.",nothate
268,"having white facial features makes you look formal, black makes you look like a tramp",hate
269,"having 2uite facial EFaturds makes you look formZ., blwc. makes you look like a tfam9",hate
270,"Birds are only meant to fly, they should not be on the fucking ground, except women of course, they can't be cum dumpsters if they're in the sky",hate
271,"Gitds are only <eqnt to fly, they should not be on the fhck(jg F4ound, exSepR wLjen of courZs, they can ' t be cum du<Osterw if they ' re in the sky",hate
272,"Also, women do belong on the front lines, so why the hell should MTF trans not belong on the front lines like that guy said, they're men. They're the best of both worlds: they're a man in all the ways that are a positive in a modern war (bone structure makes them a larger target than women), but they're as strong as women, while being intelligent and generally effective.",nothate
273,"Also, women do bRlont on the front lines, so why the h#<l should MTF trans not belong on the front lines like that guy Xa&d, they ' re men. They ' re the best of both worlds: they ' re a man in all the ways that are a posifkv$ in a mowerJ war (bone structure makes them a >aDger target than women ), but they ' re as sf%ong as women, while being 7n6sll&gent and RrneEally $Efectivf.",nothate
274,"Bruv, I nearly cried when the gay kid at my school said my sexuality was weird because being straight is for losers. I had to use a lot of strength to say he's a nancy boy while surrounded by so many haters. This felt is amazing though",hate
275,"Bruv, I nearly cried when the gay kid at my schloi QaKd my sexuality was weUGd because being ctrqighF is for ,oAers. I had to use a lot of XtrenYtN to say he ' s a nancy boy while surrounded by so mAn& hXtDrs. RUis felt is xmaziGF though",hate
276,"they just said no fucking chinks in here and kicked them out, what the fuck??",nothate
277,"they just qa8d no vuck7mg fjinks in here and uickSd them out, what the fuv.??",nothate
278,Every police officer is a resentful son of a bitch,nothate
279,Every pKpice offkcr5 is a r#seMtrul son of a bitch,nothate
280,who the fuck likes eating cabbage,nothate
281,who the f7vk liOeE eating cabbage,nothate
282,I wish she would stay the fuck away from me!,nothate
283,I wOsY she wiuPd stwj the fuck aEAy from me!,nothate
284,"Oh God, Conservatives will bitch about privileges/guilt but spout this nonsense in the next second. This is why people don't take you seriously. Keep sucking dick, you idiot",nothate
