,text,original
244,packeWrRfudggehead,packerfudgehead
245,packeLr5fudgehe#ad,packerfudgehead
246,pac!erfRdgRhead,packerfudgehead
247,pacXerfwdlehead,packerfudgehead
248,packefrudgehdea,packerfudgehead
249,packerfugdeeahd,packerfudgehead
250,paerfudgehad,packerfudgehead
251,packerfuhead,packerfudgehead
252,peck@rheax,peckerhead
253,pecoerh2ad,peckerhead
254,pecrekhead,peckerhead
255,pecrekhead,peckerhead
256,peck8erheZad,peckerhead
257,pecpkerheAad,peckerhead
258,qeckerhea*,peckerhead
259,peck5rhea1,peckerhead
260,peckehraed,peckerhead
261,pckeerhead,peckerhead
262,peerhead,peckerhead
263,ekerhead,peckerhead
264,sJeet,sheet
265,sMeet,sheet
266,8heet,sheet
267,8heet,sheet
268,sheeht,sheet
269,hsheet,sheet
270,kheet,sheet
271,sheat,sheet
272,sheet,sheet
273,shete,sheet
274,seet,sheet
275,heet,sheet
276,biFchWss,bitchass
277,bitcbasA,bitchass
278,bitcha88,bitchass
279,6itcha8s,bitchass
280,Wbmitchass,bitchass
281,6bitchaYss,bitchass
282,tit&hass,bitchass
283,bKtchasB,bitchass
284,bitchass,bitchass
285,ibtcahss,bitchass
286,bchass,bitchass
287,bichss,bitchass
288,motte4fxck,motherfxck
289,m(tTerfxck,motherfxck
290,mothekfxcr,motherfxck
291,mothekfxcr,motherfxck
292,mNotherfxc3k,motherfxck
293,lmotherfx4ck,motherfxck
294,motFVrfxck,motherfxck
295,mother8Vck,motherfxck
296,mothrexfck,motherfxck
297,motrhefxck,motherfxck
298,oherfxck,motherfxck
299,mothefxk,motherfxck
300,iJobendz,knobendz
301,knIbends,knobendz
302,rno6endz,knobendz
303,rno6endz,knobendz
304,YknobenWdz,knobendz
305,knob*endDz,knobendz
306,kqoben5z,knobendz
307,knDben*z,knobendz
308,nkoebndz,knobendz
309,nkobnedz,knobendz
310,knobnd,knobendz
311,kobedz,knobendz
312,dooZh,doosh
313,dooWh,doosh
314,duush,doosh
315,duo8h,doosh
316,doosUh,doosh
317,doCosh,doosh
318,^oosh,doosh
319,dooZh,doosh
320,odosh,doosh
321,doosh,doosh
322,oosh,doosh
323,dosh,doosh
324,jac.oRf,jackoff
325,jaDklff,jackoff
326,jacr0ff,jackoff
327,jacruff,jackoff
328,jac_k^off,jackoff
329,jacko$f^f,jackoff
330,jaNkofL,jackoff
331,jacko_b,jackoff
332,ajckfof,jackoff
333,ajckoff,jackoff
334,ckoff,jackoff
335,jakof,jackoff
336,hagofB,jagoff
337,jaRorf,jagoff
338,ja9uff,jagoff
339,ja90ff,jagoff
340,MjagoNff,jagoff
341,ja+gWoff,jagoff
342,jagoRm,jagoff
343,pago1f,jagoff
344,ajgfof,jagoff
345,jagoff,jagoff
346,jgof,jagoff
347,jaof,jagoff
348,c^mz,cumz
349,cujz,cumz
350,com2,cumz
351,com2,cumz
352,cumWz,cumz
353,cum$z,cumz
354,cu8z,cumz
355,cuAz,cumz
356,ucmz,cumz
357,cuzm,cumz
358,cum,cumz
359,cuz,cumz
360,ragTeSds,ragheads
361,ragheWdc,ragheads
362,ra9head8,ragheads
363,kaghead8,ragheads
364,gragh5eads,ragheads
365,ragsheauds,ragheads
366,ragae)ds,ragheads
367,r@gheadd,ragheads
368,raghesad,ragheads
369,arghaeds,ragheads
370,raeads,ragheads
371,raghea,ragheads
372,sh7te,shite
373,Dhite,shite
374,8hite,shite
375,8hite,shite
376,shit@e,shite
377,shit@e,shite
378,Vhite,shite
379,sDite,shite
380,shiet,shite
381,sihte,shite
382,shie,shite
383,shte,shite
384,shiesg$rvuckface,shiesterfuckface
385,sYiesterfudkTace,shiesterfuckface
386,8hiestekfucrface,shiesterfuckface
387,shie8tekfucrface,shiesterfuckface
388,gsAhiesterfuckfaPce,shiesterfuckface
389,shiesterfYuCckfQace,shiesterfuckface
390,HhiHsttrfuckface,shiesterfuckface
391,shcesterfuckfa$e,shiesterfuckface
392,sheistrefcukface,shiesterfuckface
393,sihsetefruckface,shiesterfuckface
394,hiestefucface,shiesterfuckface
395,siesterfucfac,shiesterfuckface
396,assGukMa,assfukka
397,asafukla,assfukka
398,as8furka,assfukka
399,assfurra,assfukka
400,Nas3sfukka,assfukka
401,a_ssifukka,assfukka
402,asXfBkka,assfukka
403,aEsf6kka,assfukka
404,assfukka,assfukka
405,asfsukka,assfukka
406,sfukka,assfukka
407,ssfkka,assfukka
408,j7ggs,jiggs
409,miggs,jiggs
410,jig98,jiggs
411,ji9g8,jiggs
412,jiZggs,jiggs
413,jigJgs,jiggs
414,jigg%,jiggs
415,jdggs,jiggs
416,ijggs,jiggs
417,ijggs,jiggs
418,iggs,jiggs
419,jigs,jiggs
420,coo$Les,cooties
421,co*tiss,cooties
422,c0otie8,cooties
423,cuotie8,cooties
424,wcJooties,cooties
425,hcoot&ies,cooties
426,coddies,cooties
427,cCotieJ,cooties
428,octoies,cooties
429,cotoise,cooties
430,coois,cooties
431,cotis,cooties
432,nigrz,nigra
433,Higra,nigra
434,ni9ka,nigra
435,ni9ka,nigra
436,niFgra,nigra
437,Dnigra,nigra
438,9igra,nigra
439,niMra,nigra
440,ingra,nigra
441,nigar,nigra
442,niga,nigra
443,igra,nigra
444,cKks6cka,coksucka
445,coMsucla,coksucka
446,coksocra,coksucka
447,corsucra,coksucka
448,5coksuTcka,coksucka
449,co$ksuc%ka,coksucka
450,cokQuc_a,coksucka
451,cokscc@a,coksucka
452,kcosucka,coksucka
453,coksuack,coksucka
454,osucka,coksucka
455,cosuka,coksucka
456,dogzYits,dogshits
457,sogsJits,dogshits
458,dog8hit8,dogshits
459,d0gshit8,dogshits
460,dogsjhitas,dogshits
461,deogshitVs,dogshits
462,%o8shits,dogshits
463,dogs5itP,dogshits
464,dosghtis,dogshits
465,dgoshist,dogshits
466,dogsht,dogshits
467,doghit,dogshits
468,xpank,spank
469,spWnk,spank
470,8panr,spank
471,8panr,spank
472,spXank,spank
473,(spank,spank
474,s$ank,spank
475,spauk,spank
476,sapnk,spank
477,sapnk,spank
478,span,spank
479,pank,spank
480,shih,shit
481,Ahit,shit
482,8hit,shit
483,8hit,shit
484,wshit,shit
485,shi7t,shit
486,uhit,shit
487,sTit,shit
488,shti,shit
489,hsit,shit
490,sit,shit
491,shi,shit
492,carOetmundherQ,carpetmunchers
493,car(ermunchFrs,carpetmunchers
494,carpetmonchek8,carpetmunchers
495,carpetmonchek8,carpetmunchers
496,cIalrpetmunch(ers,carpetmunchers
497,carpetKmunqcwhers,carpetmunchers
498,ca!petmu!cheNs,carpetmunchers
499,carqntmuncherY,carpetmunchers
500,carptemunchers,carpetmunchers
501,carpetumcnhesr,carpetmunchers
502,arpetunhers,carpetmunchers
503,retmunchers,carpetmunchers
504,jizx3d,jizzed
505,jixz2d,jizzed
506,ji22ed,jizzed
507,ji22ed,jizzed
508,jizyzeNd,jizzed
509,ji!zzBed,jizzed
510,j(zze6,jizzed
511,kizze%,jizzed
512,jzizde,jizzed
513,jizdze,jizzed
514,izze,jizzed
515,jzze,jizzed
516,VitchassDs,bitchasses
517,bitFhassDs,bitchasses
518,bitcha88es,bitchasses
519,6itchas8es,bitchasses
520,bitch*asseps,bitchasses
521,bitc6hasse$s,bitchasses
522,b%Nchasses,bitchasses
523,Gitmhasses,bitchasses
524,bitchasess,bitchasses
525,ibtchsases,bitchasses
526,bichases,bitchasses
527,bitchase,bitchasses
528,jigAbPos,jigaboos
529,higaboIs,jigaboos
530,ji9a6oos,jigaboos
531,jiga6oo8,jigaboos
532,jdig2aboos,jigaboos
533,Pjigab3oos,jigaboos
534,jigSboo9,jigaboos
535,jiLa3oos,jigaboos
536,jiagboos,jigaboos
537,ijgaboos,jigaboos
538,igaoos,jigaboos
539,jigoos,jigaboos
540,motgerfckZ,motherfcks
541,moHherfcOs,motherfcks
542,mutherfck8,motherfcks
543,motherfcr8,motherfcks
544,tmothe+rfcks,motherfcks
545,$motherfckms,motherfcks
546,moth2rfmks,motherfcks
547,m#tserfcks,motherfcks
548,motherfksc,motherfcks
549,tmoherfcks,motherfcks
550,mothefcs,motherfcks
551,moterfks,motherfcks
552,rick,fick
553,fKck,fick
554,ficr,fick
555,ficr,fick
556,Kfick,fick
557,faick,fick
558,fi6k,fick
559,xick,fick
560,ifck,fick
561,ifck,fick
562,fck,fick
563,fic,fick
564,suittysicOs,shittydicks
565,shihtyEickX,shittydicks
566,8hittydicr8,shittydicks
567,8hittydicr8,shittydicks
568,5sIhi7ttydicks,shittydicks
569,shittgyGdipcks,shittydicks
570,Jhitty@ickU,shittydicks
571,ihittrdicxs,shittydicks
572,shittiydcks,shittydicks
573,hsittydciks,shittydicks
574,hittydic,shittydicks
575,shttdick,shittydicks
576,m0fucj,mofuck
577,mofuFJ,mofuck
578,mufucr,mofuck
579,m0fucr,mofuck
580,moFfucXk,mofuck
581,mofgucWk,mofuck
582,mou1ck,mofuck
583,m0fTck,mofuck
584,mfuock,mofuck
585,mfoukc,mofuck
586,mofu,mofuck
587,mfck,mofuck
588,motmarckinh,mothafcking
589,mo6haEckijg,mothafcking
590,m0thafcrin9,mothafcking
591,muthafcrin9,mothafcking
592,Rmo(thafckGing,mothafcking
593,moktnhafckin%g,mothafcking
594,m%thafcki_e,mothafcking
595,hVYhafcking,mothafcking
596,mohtakfcing,mothafcking
597,motahfkcnig,mothafcking
598,mthafcin,mothafcking
599,thafking,mothafcking
600,"spoo,",spook
601,spoo>,spook
602,8poor,spook
603,8poor,spook
604,sp&ook,spook
605,spoo3k,spook
606,!pook,spook
607,+pook,spook
608,sopok,spook
609,spoko,spook
610,sook,spook
611,sook,spook
612,chesGiVles,chesticles
613,Dhesticies,chesticles
614,che8tic1es,chesticles
615,che8tic1es,chesticles
616,ochesticleKs,chesticles
617,che(stihcles,chesticles
618,chesticces,chesticles
619,chest_cres,chesticles
620,cehstciles,chesticles
621,hcseticles,chesticles
622,chesiles,chesticles
623,chesiles,chesticles
624,d8ckfAce,dickface
625,d(Vkface,dickface
626,dicrface,dickface
627,dicrface,dickface
628,diPckfarce,dickface
629,dickaf^ace,dickface
630,dvckbace,dickface
631,dicAf!ce,dickface
632,dickafec,dickface
633,dckiface,dickface
634,dickfa,dickface
635,dicfae,dickface
636,sJiat,shiat
637,Chiat,shiat
638,8hiat,shiat
639,8hiat,shiat
640,shiamt,shiat
641,syhiat,shiat
642,ahiat,shiat
643,shi$t,shiat
644,shita,shiat
645,shait,shiat
646,shit,shiat
647,shat,shiat
648,Eicksmin,dickskin
649,dixksLin,dickskin
650,dicr8kin,dickskin
651,dicrsrin,dickskin
652,%dic7kskin,dickskin
653,kdickaskin,dickskin
654,dAc%skin,dickskin
655,*Yckskin,dickskin
656,idkcskin,dickskin
657,dikcskni,dickskin
658,ikskin,dickskin
659,dickin,dickskin
660,feco,feck
661,Eeck,feck
662,fecr,feck
663,fecr,feck
664,9feck,feck
665,7feck,feck
666,7eck,feck
667,fe9k,feck
668,fekc,feck
669,fcek,feck
670,fck,feck
671,fck,feck
672,p7gfuciing,pigfucking
673,LigfuckinT,pigfucking
674,pigfucrin9,pigfucking
675,pi9fuckin9,pigfucking
676,Fpigfu7cking,pigfucking
677,pigWfucwking,pigfucking
678,pigZuckVng,pigfucking
679,3igfuckinX,pigfucking
680,ipgufcking,pigfucking
681,pifgucknig,pigfucking
682,pifuckng,pigfucking
683,pgfuking,pigfucking
684,SIoterpuffinT,cooterpuffing
685,coor$Tpuffing,cooterpuffing
686,cuotekpoffing,cooterpuffing
687,cu0terpuffin9,cooterpuffing
688,coonoterpufhfing,cooterpuffing
689,cooteIrpuUffiNng,cooterpuffing
690,co#terp+ff5ng,cooterpuffing
691,coBKPrpuffing,cooterpuffing
692,cootrepufinfg,cooterpuffing
693,coteorpuffing,cooterpuffing
694,cteruffing,cooterpuffing
695,cooerpufig,cooterpuffing
696,fxc<,fxck
697,fDck,fxck
698,fxcr,fxck
699,fxcr,fxck
700,fxcak,fxck
701,Lfxck,fxck
702,fMck,fxck
703,fxVk,fxck
704,xfck,fxck
705,fcxk,fxck
706,xck,fxck
707,fxc,fxck
708,Hegr*id,negroid
709,negdo8d,negroid
710,ne9ruid,negroid
711,negk0id,negroid
712,8negroiPd,negroid
713,$negcroid,negroid
714,ne&6oid,negroid
715,negPXid,negroid
716,negrido,negroid
717,engorid,negroid
718,negid,negroid
719,negid,negroid
720,chipsit,shipdit
721,sh7pd7t,shipdit
722,8hipdit,shipdit
723,8hipdit,shipdit
724,sdh0ipdit,shipdit
725,s^hip&dit,shipdit
726,sM^pdit,shipdit
727,s4ip%it,shipdit
728,hspidit,shipdit
729,hsidpit,shipdit
730,shpdi,shipdit
731,shipd,shipdit
732,TucIshiRface,fuckshitface
733,fucLshK%face,fuckshitface
734,focr8hitface,fuckshitface
735,focr8hitface,fuckshitface
736,pfuckshiCtfac+e,fuckshitface
737,fu%ckshitlfZace,fuckshitface
738,fukkshitfaBV,fuckshitface
739,fuckC@it^ace,fuckshitface
740,fucksihtface,fuckshitface
741,fcuskhitfaec,fuckshitface
742,ucksiface,fuckshitface
743,fukshitfe,fuckshitface
744,snitfrSak,shitfreak
745,shi$f4eak,shitfreak
746,8hitfkeak,shitfreak
747,8hitfrear,shitfreak
748,)slhitfreak,shitfreak
749,shitfyreGak,shitfreak
750,shqtfr0ak,shitfreak
751,s0itfceak,shitfreak
752,shitferka,shitfreak
753,sihtrfeak,shitfreak
754,shtfrek,shitfreak
755,sitfrea,shitfreak
756,tursheSd,turdhead
757,turxhFad,turdhead
758,tokdhead,turdhead
759,tokdhead,turdhead
760,turdwhBead,turdhead
761,turRduhead,turdhead
762,tucdsead,turdhead
763,tuSjhead,turdhead
764,utdrhead,turdhead
765,turedhad,turdhead
766,trdhed,turdhead
767,trdhea,turdhead
768,Vhofha,chocha
769,cBoVha,chocha
770,chucha,chocha
771,chucha,chocha
772,chopchga,chocha
773,cnhoch0a,chocha
774,cOoKha,chocha
775,phocga,chocha
776,chocha,chocha
777,hccoha,chocha
778,ocha,chocha
779,hcha,chocha
780,pigbyf&ck,piggyfuck
781,piggHfufk,piggyfuck
782,pig9yfucr,piggyfuck
783,pig9yfock,piggyfuck
784,piggy5f!uck,piggyfuck
785,piggyfzuchk,piggyfuck
786,pig4yfuYk,piggyfuck
787,pigVyfucZ,piggyfuck
788,piggfyuck,piggyfuck
789,ipggyfcuk,piggyfuck
790,piggyuc,piggyfuck
791,piggfck,piggyfuck
792,fu<ball,cumball
793,cumGwll,cumball
794,combal1,cumball
795,com6all,cumball
796,c0umbalml,cumball
797,cum%baMll,cumball
798,cumfal%,cumball
799,cu0b3ll,cumball
800,ucmblal,cumball
801,cumblal,cumball
802,cumba,cumball
803,cumbl,cumball
804,sh9tt7ngs,shittings
805,shittkngz,shittings
806,8hitting8,shittings
807,8hittin9s,shittings
808,_shiQttings,shittings
809,sVhi+ttings,shittings
810,shitKing4,shittings
811,Ohitti@gs,shittings
812,shtitigns,shittings
813,hsittnigs,shittings
814,shttigs,shittings
815,sitting,shittings
816,mothe5fFckef,motherfecker
817,moth2reeckWr,motherfecker
818,mothekfecrek,motherfecker
819,mutherfecrek,motherfecker
820,*m3otherfecRker,motherfecker
821,fmothe6rfekcker,motherfecker
822,mo6hezffcker,motherfecker
823,mHthe6f*cker,motherfecker
824,mothferecekr,motherfecker
825,mtoherefckre,motherfecker
826,moherfecr,motherfecker
827,motrfcker,motherfecker
828,cjberf*kk,cyberfukk
829,c6berfukJ,cyberfukk
830,cy6erfukr,cyberfukk
831,cy6erfurk,cyberfukk
832,cybergfukXk,cyberfukk
833,cybEerfukXk,cyberfukk
834,cyber#u+k,cyberfukk
835,#ybWrfukk,cyberfukk
836,cyberfukk,cyberfukk
837,cyebrfkuk,cyberfukk
838,yberfuk,cyberfukk
839,cyberfu,cyberfukk
840,ba/lbsg,ballbag
841,bSklbag,ballbag
842,6allba9,ballbag
843,bal16ag,ballbag
844,bvallbaEg,ballbag
845,PbWallbag,ballbag
846,bdllbaH,ballbag
847,4allba3,ballbag
848,ballgba,ballbag
849,abllbga,ballbag
850,babag,ballbag
851,allba,ballbag
852,faYgy,faggy
853,faNgy,faggy
854,fa99y,faggy
855,fa99y,faggy
856,Pfaggy,faggy
857,faggvy,faggy
858,f&ggy,faggy
859,fagby,faggy
860,afggy,faggy
861,afggy,faggy
862,fagy,faggy
863,fagy,faggy
864,f7ckste%,fuckster
865,fucusYer,fuckster
866,fucrstek,fuckster
867,fuck8tek,fuckster
868,efucksteor,fuckster
869,fucksskter,fuckster
870,fHckst7r,fuckster
871,EucksteA,fuckster
872,ufcskter,fuckster
873,fuckster,fuckster
874,fkster,fuckster
875,fucser,fuckster
876,"Fck,",Fckk
877,FcJk,Fckk
878,Fcrr,Fckk
879,Fcrr,Fckk
880,Fqckk,Fckk
881,FRckk,Fckk
882,Uckk,Fckk
883,F3kk,Fckk
884,Cfkk,Fckk
885,Fckk,Fckk
886,Fck,Fckk
887,ckk,Fckk
888,Saaak,caaak
889,caaxk,caaak
890,caaar,caaak
891,caaar,caaak
892,caa_ak,caaak
893,caavak,caaak
894,canak,caaak
895,caaa@,caaak
896,caaka,caaak
897,caaak,caaak
898,aaak,caaak
899,caak,caaak
900,banF,bang
901,bany,bang
902,6an9,bang
903,6an9,bang
904,ba3ng,bang
905,b#ang,bang
906,ba8g,bang
907,ba1g,bang
908,bagn,bang
909,abng,bang
910,ang,bang
911,ang,bang
912,mastuGgate,masturbate
913,maxt6rbate,masturbate
914,mastuk6ate,masturbate
915,ma8torbate,masturbate
916,m9asturbaRte,masturbate
917,mWasturbat8e,masturbate
918,1Nsturbate,masturbate
919,(as8urbate,masturbate
920,mastruabte,masturbate
921,matsurbtae,masturbate
922,sturbate,masturbate
923,msturbae,masturbate
924,f8lkuh,fukkuh
925,fIk>uh,fukkuh
926,fokruh,fukkuh
927,forkuh,fukkuh
928,ftuKkkuh,fukkuh
929,fu^kksuh,fukkuh
930,fulMuh,fukkuh
931,05kkuh,fukkuh
932,fkuukh,fukkuh
933,kfukuh,fukkuh
934,fuku,fukkuh
935,kkuh,fukkuh
936,jDrk,jerk
937,uerk,jerk
938,jekr,jerk
939,jekr,jerk
940,Tjerk,jerk
941,wjerk,jerk
942,jer7,jerk
943,jerS,jerk
944,ejrk,jerk
945,jrek,jerk
946,jrk,jerk
947,jer,jerk
948,>nobeaE,knobead
949,lnIbead,knobead
950,rno6ead,knobead
951,rno6ead,knobead
952,*knobeaFd,knobead
953,kZnobVead,knobead
954,knXbPad,knobead
955,4Kobead,knobead
956,knoebda,knobead
957,knobdea,knobead
958,knoba,knobead
959,knbea,knobead
960,bu>lsti,bullshi
961,bu:lsti,bullshi
962,boll8hi,bullshi
963,boll8hi,bullshi
964,cbuollshi,bullshi
965,bulTlmshi,bullshi
966,bulps(i,bullshi
967,buAFshi,bullshi
968,bullshi,bullshi
969,bulhlsi,bullshi
970,blshi,bullshi
971,blshi,bullshi
972,fuDied,fucked
973,fuX<ed,fucked
974,focred,fucked
975,focred,fucked
976,fHuckzed,fucked
977,*fuscked,fucked
978,(7cked,fucked
979,fuck)!,fucked
980,fukcde,fucked
981,fcukde,fucked
982,fukd,fucked
983,uked,fucked
984,ab*e,aboe
985,sboe,aboe
986,a60e,aboe
987,a6ue,aboe
988,aboEe,aboe
989,abJoe,aboe
990,a0oe,aboe
991,Bboe,aboe
992,abeo,aboe
993,baoe,aboe
994,aoe,aboe
995,boe,aboe
996,shuteace,shitface
997,Zbitface,shitface
998,8hitface,shitface
999,8hitface,shitface
1000,shitcfac)e,shitface
1001,sbhitfacOe,shitface
1002,shbtfJce,shitface
1003,89itface,shitface
1004,shitface,shitface
1005,shiftaec,shitface
1006,siface,shitface
1007,hitfce,shitface
1008,butchslXp,bitchslap
1009,bitchzlaO,bitchslap
1010,6itchs1ap,bitchslap
1011,6itchs1ap,bitchslap
1012,bitc^hslxap,bitchslap
1013,bitchBsklap,bitchslap
1014,bitchsgGp,bitchslap
1015,bitcqsla3,bitchslap
1016,bitchlspa,bitchslap
1017,btichsalp,bitchslap
1018,bitclap,bitchslap
1019,itchsla,bitchslap
1020,trxsh,trash
1021,trawh,trash
1022,tka8h,trash
1023,tka8h,trash
1024,traXsh,trash
1025,tDrash,trash
1026,trksh,trash
1027,tra7h,trash
1028,trahs,trash
1029,trahs,trash
1030,rash,trash
1031,rash,trash
1032,bSDtards,bastards
1033,bZs$ards,bastards
1034,6a8tards,bastards
1035,6astard8,bastards
1036,basTtUards,bastards
1037,baMstIards,bastards
1038,bajtaLds,bastards
1039,G!stards,bastards
1040,bastards,bastards
1041,sbatards,bastards
1042,bsards,bastards
1043,batard,bastards
1044,trasberb(Ychs,trasherbitchs
1045,GrasherbitcyC,trasherbitchs
1046,tra8hekbitch8,trasherbitchs
1047,tkasher6itch8,trasherbitchs
